Iref,period,LLE_per_cycle,eig1_mag,eig2_mag,duty
2.320000000000001616e+00,9.900000000000000000e+01,3.741597091027085153e-01,1.000000000570052228e+00,2.865047969957762453e-01,5.311672198973350634e-01
2.330000000000001403e+00,9.900000000000000000e+01,3.552944265022640602e-01,7.059324902961663373e-01,3.095250309573971403e-03,5.361232920791981771e-01
2.340000000000001634e+00,9.900000000000000000e+01,2.936713763510709341e-01,2.026741072692505696e+00,5.098591004847957686e-02,5.393738718692157041e-01
2.350000000000001421e+00,5.000000000000000000e+00,-4.726872839264909670e-02,1.000000000583867177e+00,2.865047966263785661e-01,5.476667198104117062e-01
2.360000000000001652e+00,9.900000000000000000e+01,4.213496044522153233e-02,9.999999983634211276e-01,2.865047967848363131e-01,5.491547346934577689e-01
2.370000000000001439e+00,9.900000000000000000e+01,2.616103620199505264e-01,1.924019098919400150e+00,6.308543573865181553e-02,5.385102705588425964e-01
2.380000000000001670e+00,9.900000000000000000e+01,3.264210239911565781e-01,1.000000000341817907e+00,2.865047967715127486e-01,5.363184078384788389e-01
2.390000000000001457e+00,9.900000000000000000e+01,3.754064749566987658e-01,2.092845262732818234e+00,5.170785387401272137e-02,5.390806104143015531e-01
2.400000000000001688e+00,9.900000000000000000e+01,3.599254105033526385e-01,5.352614268213427007e-01,5.352614268213427007e-01,5.418672558155243069e-01
2.410000000000001474e+00,9.900000000000000000e+01,3.796122784780050496e-01,2.643505182771555440e+00,7.139492812753164830e-02,5.396953826796769826e-01
2.420000000000001705e+00,9.900000000000000000e+01,2.888758070750795381e-01,2.709384612654957891e+00,7.219636612394590702e-02,5.441170537535000573e-01
2.430000000000001492e+00,9.900000000000000000e+01,3.575100784593781000e-01,2.260825523721473385e+00,5.564344698651092769e-02,5.478477425358088126e-01
2.440000000000001723e+00,9.900000000000000000e+01,3.691199998773543323e-01,2.708857220274349054e+00,7.326263708353944470e-02,5.464419896645055230e-01
2.450000000000001510e+00,9.900000000000000000e+01,3.651679356453505498e-01,2.575356930087389529e+00,6.631828387103405609e-02,5.464495923620871221e-01
2.460000000000001741e+00,9.900000000000000000e+01,3.780141503275424864e-01,2.640696554914743199e+00,6.863173921069977423e-02,5.527677825451016158e-01
2.470000000000001528e+00,9.900000000000000000e+01,3.832717241184621648e-01,1.000000000672452760e+00,2.865047973301946826e-01,5.546855974669459011e-01
2.480000000000001759e+00,9.900000000000000000e+01,3.669476053163188700e-01,2.304863939873911249e+00,3.070409453992198334e-02,5.610426244577806365e-01
